borough,communitydistrict,waste type,month,quantity
Brooklyn,15,res organics,4,208.5
Brooklyn,15,school organic,4,134.6
Brooklyn,15,xmastree,4,0
Brooklyn,16,leaves organic,4,0
Brooklyn,16,mgp,4,152.3
Brooklyn,16,other organics,4,0
Brooklyn,16,paper,4,102
Brooklyn,16,refuse,4,2914.8
Brooklyn,16,res organics,4,37.8
Brooklyn,16,school organic,4,0
Brooklyn,16,xmastree,4,0
Brooklyn,17,leaves organic,4,0
Brooklyn,17,mgp,4,410.2
Brooklyn,17,other organics,4,0
Brooklyn,17,paper,4,297
Brooklyn,17,refuse,4,4355.8
Brooklyn,17,res organics,4,128
Brooklyn,17,school organic,4,40.4
Brooklyn,17,xmastree,4,0
Brooklyn,18,leaves organic,4,0
Brooklyn,18,mgp,4,606.1
Brooklyn,18,other organics,4,0
Brooklyn,18,paper,4,509.3
Brooklyn,18,refuse,4,5132.1
Brooklyn,18,res organics,4,208.7
Brooklyn,18,school organic,4,0
Brooklyn,18,xmastree,4,0
Brooklyn,2,leaves organic,4,0
Brooklyn,2,mgp,4,389.6
Brooklyn,2,other organics,4,0
Brooklyn,2,paper,4,525.3
Brooklyn,2,refuse,4,2752.1
Brooklyn,2,res organics,4,144.8
Brooklyn,2,school organic,4,42.1
Brooklyn,2,xmastree,4,0
Brooklyn,3,leaves organic,4,0
Brooklyn,3,mgp,4,341.3
Brooklyn,3,other organics,4,16.8
Brooklyn,3,paper,4,455
Brooklyn,3,refuse,4,4701.1
Brooklyn,3,res organics,4,132.4
Brooklyn,3,school organic,4,64.1
Brooklyn,3,xmastree,4,0
Brooklyn,4,leaves organic,4,0
Brooklyn,4,mgp,4,331
Brooklyn,4,other organics,4,0
Brooklyn,4,paper,4,346.5
Brooklyn,4,refuse,4,4334.5
Brooklyn,4,res organics,4,74.8
Brooklyn,4,school organic,4,69.4
Brooklyn,4,xmastree,4,0
Brooklyn,5,leaves organic,4,0
Brooklyn,5,mgp,4,447.4
Brooklyn,5,other organics,4,0
Brooklyn,5,paper,4,253.5
Brooklyn,5,refuse,4,4679.9
Brooklyn,5,res organics,4,111.8
Brooklyn,5,school organic,4,0
Brooklyn,5,xmastree,4,0
Brooklyn,6,leaves organic,4,0
Brooklyn,6,mgp,4,354.7
Brooklyn,6,other organics,4,0
Brooklyn,6,paper,4,480.8
Brooklyn,6,refuse,4,2098.5
Brooklyn,6,res organics,4,161.1
Brooklyn,6,school organic,4,73.8
Brooklyn,6,xmastree,4,0
Brooklyn,7,leaves organic,4,0
Brooklyn,7,mgp,4,343.1
Brooklyn,7,other organics,4,0
Brooklyn,7,paper,4,420.5
Brooklyn,7,refuse,4,3156.1
Brooklyn,7,res organics,4,152
Brooklyn,7,school organic,4,67.3
Brooklyn,7,xmastree,4,0
Brooklyn,8,leaves organic,4,0
Brooklyn,8,mgp,4,281.1
Brooklyn,8,other organics,4,25.6
Brooklyn,8,paper,4,311.7
Brooklyn,8,refuse,4,6029.5
Brooklyn,8,res organics,4,89.3
Brooklyn,8,school organic,4,46.4
Brooklyn,8,xmastree,4,0
Brooklyn,9,leaves organic,4,0
Brooklyn,9,mgp,4,246.5
Brooklyn,9,other organics,4,0
Brooklyn,9,paper,4,249
Brooklyn,9,refuse,4,2901.6
Brooklyn,9,res organics,4,61.3
Brooklyn,9,school organic,4,0
Brooklyn,9,xmastree,4,0
Brooklyn,1,leaves organic,5,0
Brooklyn,1,mgp,5,476.5
Brooklyn,1,other organics,5,0
Brooklyn,1,paper,5,794
Brooklyn,1,refuse,5,6110.7
Brooklyn,1,res organics,5,115.4
Brooklyn,1,school organic,5,49.2
Brooklyn,1,xmastree,5,0
Brooklyn,10,leaves organic,5,0
Brooklyn,10,mgp,5,458.6
Brooklyn,10,other organics,5,0
Brooklyn,10,paper,5,460.3
Brooklyn,10,refuse,5,3688
Brooklyn,10,res organics,5,216.1
Brooklyn,10,school organic,5,163.4
Brooklyn,10,xmastree,5,0
Brooklyn,11,leaves organic,5,0
Brooklyn,11,mgp,5,585.9
Brooklyn,11,other organics,5,0
Brooklyn,11,paper,5,572.8
Brooklyn,11,refuse,5,7857.6
Brooklyn,11,res organics,5,559.2
Brooklyn,11,school organic,5,0
Brooklyn,11,xmastree,5,0
Brooklyn,12,leaves organic,5,0
Brooklyn,12,mgp,5,365.1
Brooklyn,12,other organics,5,0
Brooklyn,12,paper,5,741.6
Brooklyn,12,refuse,5,7110.5
Brooklyn,12,res organics,5,134.5
Brooklyn,12,school organic,5,0
Brooklyn,12,xmastree,5,0
Brooklyn,13,leaves organic,5,0
Brooklyn,13,mgp,5,238.4
Brooklyn,13,other organics,5,0
Brooklyn,13,paper,5,296.6
Brooklyn,13,refuse,5,2767.4
Brooklyn,13,res organics,5,81.7
Brooklyn,13,school organic,5,126.1
Brooklyn,13,xmastree,5,0
Brooklyn,14,leaves organic,5,0
Brooklyn,14,mgp,5,423.6
Brooklyn,14,other organics,5,0
Brooklyn,14,paper,5,461.9
Brooklyn,14,refuse,5,4842.8
Brooklyn,14,res organics,5,145.7
Brooklyn,14,school organic,5,0
Brooklyn,14,xmastree,5,0
Brooklyn,15,leaves organic,5,0
Brooklyn,15,mgp,5,515.2
Brooklyn,15,other organics,5,0
Brooklyn,15,paper,5,557.3
Brooklyn,15,refuse,5,4574.1
Brooklyn,15,res organics,5,264.6
Brooklyn,15,school organic,5,167.8
Brooklyn,15,xmastree,5,0
Brooklyn,16,leaves organic,5,0
Brooklyn,16,mgp,5,173.9
Brooklyn,16,other organics,5,0
Brooklyn,16,paper,5,131.1
Brooklyn,16,refuse,5,3137.4
Brooklyn,16,res organics,5,55.3
Brooklyn,16,school organic,5,0
Brooklyn,16,xmastree,5,0
Brooklyn,17,leaves organic,5,0
Brooklyn,17,mgp,5,440.4
Brooklyn,17,other organics,5,0
Brooklyn,17,paper,5,327.8
Brooklyn,17,refuse,5,4619.9
Brooklyn,17,res organics,5,182.1
Brooklyn,17,school organic,5,48.4
Brooklyn,17,xmastree,5,0
Brooklyn,18,leaves organic,5,0
Brooklyn,18,mgp,5,675.1
Brooklyn,18,other organics,5,0
Brooklyn,18,paper,5,632.5
Brooklyn,18,refuse,5,5535
Brooklyn,18,res organics,5,230.3
Brooklyn,18,school organic,5,0
Brooklyn,18,xmastree,5,0
Brooklyn,2,leaves organic,5,0
Brooklyn,2,mgp,5,418.1
Brooklyn,2,other organics,5,0
Brooklyn,2,paper,5,582.7
Brooklyn,2,refuse,5,2989.8
Brooklyn,2,res organics,5,163.2
Brooklyn,2,school organic,5,43.1
Brooklyn,2,xmastree,5,0
Brooklyn,3,leaves organic,5,0
Brooklyn,3,mgp,5,331.4
Brooklyn,3,other organics,5,15.7
Brooklyn,3,paper,5,444.5
Brooklyn,3,refuse,5,4559.2
Brooklyn,3,res organics,5,167.6
Brooklyn,3,school organic,5,75.9
Brooklyn,3,xmastree,5,0
Brooklyn,4,leaves organic,5,0
Brooklyn,4,mgp,5,369.2
Brooklyn,4,other organics,5,1
Brooklyn,4,paper,5,381.1
Brooklyn,4,refuse,5,4696.4
Brooklyn,4,res organics,5,110.3
Brooklyn,4,school organic,5,81.5
Brooklyn,4,xmastree,5,0
Brooklyn,5,leaves organic,5,0
Brooklyn,5,mgp,5,466.5
Brooklyn,5,other organics,5,0
Brooklyn,5,paper,5,243.4
Brooklyn,5,refuse,5,4978.6
Brooklyn,5,res organics,5,160.3
Brooklyn,5,school organic,5,0
Brooklyn,5,xmastree,5,0
Brooklyn,6,leaves organic,5,0
Brooklyn,6,mgp,5,396.6
Brooklyn,6,other organics,5,0
Brooklyn,6,paper,5,548.7
Brooklyn,6,refuse,5,2322
Brooklyn,6,res organics,5,144.4
Brooklyn,6,school organic,5,95.4
Brooklyn,6,xmastree,5,0
Brooklyn,7,leaves organic,5,0
Brooklyn,7,mgp,5,371.2
Brooklyn,7,other organics,5,0
Brooklyn,7,paper,5,436.8
Brooklyn,7,refuse,5,3355
Brooklyn,7,res organics,5,169.1
Brooklyn,7,school organic,5,75.1
Brooklyn,7,xmastree,5,0
Brooklyn,8,leaves organic,5,0
Brooklyn,8,mgp,5,268.2
Brooklyn,8,other organics,5,25.6
Brooklyn,8,paper,5,308.3
Brooklyn,8,refuse,5,5990.7
Brooklyn,8,res organics,5,93.1
Brooklyn,8,school organic,5,58.4
Brooklyn,8,xmastree,5,0
Brooklyn,9,leaves organic,5,0
Brooklyn,9,mgp,5,267.1
Brooklyn,9,other organics,5,0
Brooklyn,9,paper,5,295
Brooklyn,9,refuse,5,3041
Brooklyn,9,res organics,5,80.5
Brooklyn,9,school organic,5,0
Brooklyn,9,xmastree,5,0
Brooklyn,1,leaves organic,6,0
Brooklyn,1,mgp,6,423.3
Brooklyn,1,other organics,6,0
Brooklyn,1,paper,6,647
Brooklyn,1,refuse,6,5697.9
Brooklyn,1,res organics,6,102
Brooklyn,1,school organic,6,33.9
Brooklyn,1,xmastree,6,0
Brooklyn,10,leaves organic,6,0
Brooklyn,10,mgp,6,420.3
Brooklyn,10,other organics,6,0
Brooklyn,10,paper,6,422.5
Brooklyn,10,refuse,6,3707.4
Brooklyn,10,res organics,6,187.2
Brooklyn,10,school organic,6,142.4
Brooklyn,10,xmastree,6,0
Brooklyn,11,leaves organic,6,0
Brooklyn,11,mgp,6,509.2
Brooklyn,11,other organics,6,0
Brooklyn,11,paper,6,506.7
Brooklyn,11,refuse,6,7578.4
Brooklyn,11,res organics,6,471.7
Brooklyn,11,school organic,6,5.4
Brooklyn,11,xmastree,6,0
Brooklyn,12,leaves organic,6,0
Brooklyn,12,mgp,6,315.5
Brooklyn,12,other organics,6,0
Brooklyn,12,paper,6,575.2
Brooklyn,12,refuse,6,6770.6
Brooklyn,12,res organics,6,113.2
Brooklyn,12,school organic,6,0
Brooklyn,12,xmastree,6,0
Brooklyn,13,leaves organic,6,0
Brooklyn,13,mgp,6,214.3
Brooklyn,13,other organics,6,0
Brooklyn,13,paper,6,287.7
Brooklyn,13,refuse,6,2860.1
Brooklyn,13,res organics,6,81.1
Brooklyn,13,school organic,6,84.3
Brooklyn,13,xmastree,6,0
Brooklyn,14,leaves organic,6,0
Brooklyn,14,mgp,6,406
Brooklyn,14,other organics,6,0
Brooklyn,14,paper,6,434.5
Brooklyn,14,refuse,6,4724.6
Brooklyn,14,res organics,6,122.6
Brooklyn,14,school organic,6,0
Brooklyn,14,xmastree,6,0
Brooklyn,15,leaves organic,6,0
Brooklyn,15,mgp,6,479.8
Brooklyn,15,other organics,6,0
Brooklyn,15,paper,6,503.5
Brooklyn,15,refuse,6,4407.9
Brooklyn,15,res organics,6,228.6
Brooklyn,15,school organic,6,148
Brooklyn,15,xmastree,6,0
Brooklyn,16,leaves organic,6,0
Brooklyn,16,mgp,6,156.1
Brooklyn,16,other organics,6,0
Brooklyn,16,paper,6,120.5
Brooklyn,16,refuse,6,2971.9
Brooklyn,16,res organics,6,49
Brooklyn,16,school organic,6,0
Brooklyn,16,xmastree,6,0
Brooklyn,17,leaves organic,6,0
Brooklyn,17,mgp,6,420.2
Brooklyn,17,other organics,6,0
Brooklyn,17,paper,6,310.8
Brooklyn,17,refuse,6,4598.5
Brooklyn,17,res organics,6,168.6
Brooklyn,17,school organic,6,33.4
Brooklyn,17,xmastree,6,0
Brooklyn,18,leaves organic,6,0
Brooklyn,18,mgp,6,602
Brooklyn,18,other organics,6,0
Brooklyn,18,paper,6,533
Brooklyn,18,refuse,6,5383.1
Brooklyn,18,res organics,6,195.9
Brooklyn,18,school organic,6,0
Brooklyn,18,xmastree,6,0
Brooklyn,2,leaves organic,6,0
Brooklyn,2,mgp,6,372.5
Brooklyn,2,other organics,6,0
Brooklyn,2,paper,6,540
Brooklyn,2,refuse,6,2843
Brooklyn,2,res organics,6,142.8
Brooklyn,2,school organic,6,30.9
Brooklyn,2,xmastree,6,0
Brooklyn,3,leaves organic,6,0
Brooklyn,3,mgp,6,317.1
Brooklyn,3,other organics,6,16.9
Brooklyn,3,paper,6,414.2
Brooklyn,3,refuse,6,4509.9
Brooklyn,3,res organics,6,148.2
Brooklyn,3,school organic,6,47.2
Brooklyn,3,xmastree,6,0
Brooklyn,4,leaves organic,6,0
Brooklyn,4,mgp,6,345.2
Brooklyn,4,other organics,6,0
Brooklyn,4,paper,6,385
Brooklyn,4,refuse,6,4691.9
Brooklyn,4,res organics,6,97.4
Brooklyn,4,school organic,6,51.7
Brooklyn,4,xmastree,6,0
Brooklyn,5,leaves organic,6,0
Brooklyn,5,mgp,6,454.4
Brooklyn,5,other organics,6,0
Brooklyn,5,paper,6,237.6
Brooklyn,5,refuse,6,4806.8
Brooklyn,5,res organics,6,139
Brooklyn,5,school organic,6,0
Brooklyn,5,xmastree,6,0
Brooklyn,6,leaves organic,6,0
Brooklyn,6,mgp,6,353.1
Brooklyn,6,other organics,6,0
Brooklyn,6,paper,6,513.3
Brooklyn,6,refuse,6,2282.3
Brooklyn,6,res organics,6,104.8
Brooklyn,6,school organic,6,66.8
Brooklyn,6,xmastree,6,0
Brooklyn,7,leaves organic,6,0
Brooklyn,7,mgp,6,342.8
Brooklyn,7,other organics,6,0
Brooklyn,7,paper,6,410.6
Brooklyn,7,refuse,6,3298.6
Brooklyn,7,res organics,6,130.9
Brooklyn,7,school organic,6,59.6
Brooklyn,7,xmastree,6,0
Brooklyn,8,leaves organic,6,0
Brooklyn,8,mgp,6,264.2
Brooklyn,8,other organics,6,24.3
Brooklyn,8,paper,6,321.3
Brooklyn,8,refuse,6,5840.7
Brooklyn,8,res organics,6,92.4
Brooklyn,8,school organic,6,38.8
Brooklyn,8,xmastree,6,0
Brooklyn,9,leaves organic,6,0
Brooklyn,9,mgp,6,229.2
Brooklyn,9,other organics,6,0
Brooklyn,9,paper,6,239.1
Brooklyn,9,refuse,6,2963.5
Brooklyn,9,res organics,6,66.8
Brooklyn,9,school organic,6,0
Brooklyn,9,xmastree,6,0
Brooklyn,1,leaves organic,7,0
Brooklyn,1,mgp,7,481.3
Brooklyn,1,other organics,7,0
Brooklyn,1,paper,7,650.1
Brooklyn,1,refuse,7,4816.6
Brooklyn,1,res organics,7,102.4
Brooklyn,1,school organic,7,0
Brooklyn,1,xmastree,7,0
Brooklyn,10,leaves organic,7,0
Brooklyn,10,mgp,7,439.8
Brooklyn,10,other organics,7,0
Brooklyn,10,paper,7,437.4
Brooklyn,10,refuse,7,3745.6
Brooklyn,10,res organics,7,157.9
Brooklyn,10,school organic,7,0
Brooklyn,10,xmastree,7,0
Brooklyn,11,leaves organic,7,0
Brooklyn,11,mgp,7,549.2
Brooklyn,11,other organics,7,0
Brooklyn,11,paper,7,548.6
Brooklyn,11,refuse,7,8065.9
Brooklyn,11,res organics,7,460.2
Brooklyn,11,school organic,7,0
Brooklyn,11,xmastree,7,0
Brooklyn,12,leaves organic,7,0
Brooklyn,12,mgp,7,309.2
Brooklyn,12,other organics,7,0
Brooklyn,12,paper,7,525.6
Brooklyn,12,refuse,7,5313.6
Brooklyn,12,res organics,7,101.8
Brooklyn,12,school organic,7,0
Brooklyn,12,xmastree,7,0
Brooklyn,13,leaves organic,7,0
Brooklyn,13,mgp,7,238
Brooklyn,13,other organics,7,0
Brooklyn,13,paper,7,271.7
Brooklyn,13,refuse,7,2837.8
Brooklyn,13,res organics,7,80.6
Brooklyn,13,school organic,7,74.3
Brooklyn,13,xmastree,7,0
Brooklyn,14,leaves organic,7,0
Brooklyn,14,mgp,7,391.9
Brooklyn,14,other organics,7,0
Brooklyn,14,paper,7,399.8
Brooklyn,14,refuse,7,4719.9
Brooklyn,14,res organics,7,124.2
Brooklyn,14,school organic,7,0
Brooklyn,14,xmastree,7,0
Brooklyn,15,leaves organic,7,0
Brooklyn,15,mgp,7,483
Brooklyn,15,other organics,7,0
Brooklyn,15,paper,7,469.5
Brooklyn,15,refuse,7,4249.4
Brooklyn,15,res organics,7,212.5
Brooklyn,15,school organic,7,63.1
Brooklyn,15,xmastree,7,0
Brooklyn,16,leaves organic,7,0
Brooklyn,16,mgp,7,167.2
Brooklyn,16,other organics,7,0
Brooklyn,16,paper,7,119.6
Brooklyn,16,refuse,7,2949
Brooklyn,16,res organics,7,49.5
Brooklyn,16,school organic,7,0
Brooklyn,16,xmastree,7,0
Brooklyn,17,leaves organic,7,0
Brooklyn,17,mgp,7,484.6
Brooklyn,17,other organics,7,0
Brooklyn,17,paper,7,329
Brooklyn,17,refuse,7,4786.4
Brooklyn,17,res organics,7,176.7
Brooklyn,17,school organic,7,0
Brooklyn,17,xmastree,7,0
Brooklyn,18,leaves organic,7,0
Brooklyn,18,mgp,7,687
Brooklyn,18,other organics,7,0
Brooklyn,18,paper,7,541.5
Brooklyn,18,refuse,7,5729.5
Brooklyn,18,res organics,7,223.2
Brooklyn,18,school organic,7,0
Brooklyn,18,xmastree,7,0
Brooklyn,2,leaves organic,7,0
Brooklyn,2,mgp,7,387.8
Brooklyn,2,other organics,7,0
Brooklyn,2,paper,7,541.4
Brooklyn,2,refuse,7,2888.4
Brooklyn,2,res organics,7,141.3
Brooklyn,2,school organic,7,22.9
Brooklyn,2,xmastree,7,0
Brooklyn,3,leaves organic,7,0
Brooklyn,3,mgp,7,364.3
Brooklyn,3,other organics,7,16.9
Brooklyn,3,paper,7,423
Brooklyn,3,refuse,7,4226.3
Brooklyn,3,res organics,7,161.5
Brooklyn,3,school organic,7,0
Brooklyn,3,xmastree,7,0
Brooklyn,4,leaves organic,7,0
Brooklyn,4,mgp,7,378.2
Brooklyn,4,other organics,7,0
Brooklyn,4,paper,7,348.7
Brooklyn,4,refuse,7,4668
Brooklyn,4,res organics,7,98.4
Brooklyn,4,school organic,7,0
Brooklyn,4,xmastree,7,0
Brooklyn,5,leaves organic,7,0
Brooklyn,5,mgp,7,526.8
Brooklyn,5,other organics,7,0
Brooklyn,5,paper,7,282.1
Brooklyn,5,refuse,7,5202.8
Brooklyn,5,res organics,7,174.6
Brooklyn,5,school organic,7,0
Brooklyn,5,xmastree,7,0
Brooklyn,6,leaves organic,7,0
Brooklyn,6,mgp,7,340.7
Brooklyn,6,other organics,7,0
Brooklyn,6,paper,7,468.4
Brooklyn,6,refuse,7,2258.9
Brooklyn,6,res organics,7,76.4
Brooklyn,6,school organic,7,0
Brooklyn,6,xmastree,7,0
Brooklyn,7,leaves organic,7,0
Brooklyn,7,mgp,7,363.9
Brooklyn,7,other organics,7,0
Brooklyn,7,paper,7,414.3
Brooklyn,7,refuse,7,3456.5
Brooklyn,7,res organics,7,131.3
Brooklyn,7,school organic,7,35.7
Brooklyn,7,xmastree,7,0
Brooklyn,8,leaves organic,7,0
Brooklyn,8,mgp,7,300.9
Brooklyn,8,other organics,7,26.6
Brooklyn,8,paper,7,333.9
Brooklyn,8,refuse,7,6233
Brooklyn,8,res organics,7,93.7
Brooklyn,8,school organic,7,31.9
Brooklyn,8,xmastree,7,0
Brooklyn,9,leaves organic,7,0
Brooklyn,9,mgp,7,262.5
Brooklyn,9,other organics,7,0
Brooklyn,9,paper,7,276.4
Brooklyn,9,refuse,7,3036
Brooklyn,9,res organics,7,65.9
Brooklyn,9,school organic,7,34.5
Brooklyn,9,xmastree,7,0
Brooklyn,1,leaves organic,8,0
Brooklyn,1,mgp,8,423.3
Brooklyn,1,other organics,8,0
Brooklyn,1,paper,8,623.2
Brooklyn,1,refuse,8,4630.5
Brooklyn,1,res organics,8,88.8
Brooklyn,1,school organic,8,0
Brooklyn,1,xmastree,8,0
Brooklyn,10,leaves organic,8,0
Brooklyn,10,mgp,8,408.7
Brooklyn,10,other organics,8,0
Brooklyn,10,paper,8,384.6
Brooklyn,10,refuse,8,3483.6
Brooklyn,10,res organics,8,120.4
Brooklyn,10,school organic,8,0
Brooklyn,10,xmastree,8,0
Brooklyn,11,leaves organic,8,0
Brooklyn,11,mgp,8,512.7
Brooklyn,11,other organics,8,0
Brooklyn,11,paper,8,484
Brooklyn,11,refuse,8,7939.6
Brooklyn,11,res organics,8,412.7
Brooklyn,11,school organic,8,0
Brooklyn,11,xmastree,8,0
Brooklyn,12,leaves organic,8,0
Brooklyn,12,mgp,8,293
Brooklyn,12,other organics,8,0
Brooklyn,12,paper,8,509.3
Brooklyn,12,refuse,8,5286.4
Brooklyn,12,res organics,8,83.3
Brooklyn,12,school organic,8,0
Brooklyn,12,xmastree,8,0
Brooklyn,13,leaves organic,8,0
Brooklyn,13,mgp,8,233.8
Brooklyn,13,other organics,8,0
Brooklyn,13,paper,8,246.2
Brooklyn,13,refuse,8,2809.4
Brooklyn,13,res organics,8,71
Brooklyn,13,school organic,8,40.3
Brooklyn,13,xmastree,8,0
Brooklyn,14,leaves organic,8,0
Brooklyn,14,mgp,8,390.7
Brooklyn,14,other organics,8,0
Brooklyn,14,paper,8,385.2
Brooklyn,14,refuse,8,4379
Brooklyn,14,res organics,8,127.7
Brooklyn,14,school organic,8,0
Brooklyn,14,xmastree,8,0
Brooklyn,15,leaves organic,8,0
Brooklyn,15,mgp,8,448.9
Brooklyn,15,other organics,8,0
Brooklyn,15,paper,8,425.4
Brooklyn,15,refuse,8,4146.1
Brooklyn,15,res organics,8,179.3
Brooklyn,15,school organic,8,36.5
Brooklyn,15,xmastree,8,0
Brooklyn,16,leaves organic,8,0
Brooklyn,16,mgp,8,170.5
Brooklyn,16,other organics,8,0
Brooklyn,16,paper,8,107.2
Brooklyn,16,refuse,8,2820.6
Brooklyn,16,res organics,8,46
Brooklyn,16,school organic,8,0
Brooklyn,16,xmastree,8,0
Brooklyn,17,leaves organic,8,0
Brooklyn,17,mgp,8,446
Brooklyn,17,other organics,8,0
Brooklyn,17,paper,8,297
Brooklyn,17,refuse,8,4567.1
Brooklyn,17,res organics,8,162.7
Brooklyn,17,school organic,8,0
Brooklyn,17,xmastree,8,0
Brooklyn,18,leaves organic,8,0
Brooklyn,18,mgp,8,644.9
Brooklyn,18,other organics,8,0
Brooklyn,18,paper,8,503.1
Brooklyn,18,refuse,8,5310.3
Brooklyn,18,res organics,8,173.7
Brooklyn,18,school organic,8,0
Brooklyn,18,xmastree,8,0
Brooklyn,2,leaves organic,8,0
Brooklyn,2,mgp,8,367.6
Brooklyn,2,other organics,8,0
Brooklyn,2,paper,8,527.6
Brooklyn,2,refuse,8,2752.7
Brooklyn,2,res organics,8,129.5
Brooklyn,2,school organic,8,12
Brooklyn,2,xmastree,8,0
Brooklyn,3,leaves organic,8,0
Brooklyn,3,mgp,8,323.7
Brooklyn,3,other organics,8,16.5
Brooklyn,3,paper,8,361.5
Brooklyn,3,refuse,8,4033.7
Brooklyn,3,res organics,8,129.1
Brooklyn,3,school organic,8,0
Brooklyn,3,xmastree,8,0
Brooklyn,4,leaves organic,8,0
Brooklyn,4,mgp,8,370.1
Brooklyn,4,other organics,8,0
Brooklyn,4,paper,8,341.4
Brooklyn,4,refuse,8,4387.8
Brooklyn,4,res organics,8,89.2
Brooklyn,4,school organic,8,0
Brooklyn,4,xmastree,8,0
Brooklyn,5,leaves organic,8,0
Brooklyn,5,mgp,8,444.6
Brooklyn,5,other organics,8,0
Brooklyn,5,paper,8,227.8
Brooklyn,5,refuse,8,4793.9
Brooklyn,5,res organics,8,114.8
Brooklyn,5,school organic,8,0
Brooklyn,5,xmastree,8,0
Brooklyn,6,leaves organic,8,0
Brooklyn,6,mgp,8,330.2
Brooklyn,6,other organics,8,0
Brooklyn,6,paper,8,453.8
Brooklyn,6,refuse,8,2090.8
Brooklyn,6,res organics,8,55.1
Brooklyn,6,school organic,8,0
Brooklyn,6,xmastree,8,0
Brooklyn,7,leaves organic,8,0
Brooklyn,7,mgp,8,335.5
Brooklyn,7,other organics,8,0
Brooklyn,7,paper,8,371
Brooklyn,7,refuse,8,3182.2
Brooklyn,7,res organics,8,108
Brooklyn,7,school organic,8,16.5
Brooklyn,7,xmastree,8,0
Brooklyn,8,leaves organic,8,0
Brooklyn,8,mgp,8,253.5
Brooklyn,8,other organics,8,23.7
Brooklyn,8,paper,8,288.5
Brooklyn,8,refuse,8,5977.4
Brooklyn,8,res organics,8,79.8
Brooklyn,8,school organic,8,16.6
Brooklyn,8,xmastree,8,0
Brooklyn,9,leaves organic,8,0
Brooklyn,9,mgp,8,256
Brooklyn,9,other organics,8,0
Brooklyn,9,paper,8,272.2
Brooklyn,9,refuse,8,2874.3
Brooklyn,9,res organics,8,67.2
Brooklyn,9,school organic,8,15
Brooklyn,9,xmastree,8,0
Brooklyn,1,leaves organic,9,0
Brooklyn,1,mgp,9,425.4
Brooklyn,1,other organics,9,0
Brooklyn,1,paper,9,760.8
Brooklyn,1,refuse,9,6170.5
Brooklyn,1,res organics,9,87.8
Brooklyn,1,school organic,9,43.4
Brooklyn,1,xmastree,9,0
Brooklyn,10,leaves organic,9,0
Brooklyn,10,mgp,9,422.4
Brooklyn,10,other organics,9,0
Brooklyn,10,paper,9,416.4
Brooklyn,10,refuse,9,3708.6
Brooklyn,10,res organics,9,144
Brooklyn,10,school organic,9,1.5
Brooklyn,10,xmastree,9,0
Brooklyn,11,leaves organic,9,0
Brooklyn,11,mgp,9,540.3
Brooklyn,11,other organics,9,0
Brooklyn,11,paper,9,536.2
Brooklyn,11,refuse,9,7768.8
Brooklyn,11,res organics,9,403
Brooklyn,11,school organic,9,125.6
Brooklyn,11,xmastree,9,0
Brooklyn,12,leaves organic,9,0
Brooklyn,12,mgp,9,342.2
Brooklyn,12,other organics,9,0
Brooklyn,12,paper,9,803.2
Brooklyn,12,refuse,9,7230
Brooklyn,12,res organics,9,88
Brooklyn,12,school organic,9,88.7
Brooklyn,12,xmastree,9,0
Brooklyn,13,leaves organic,9,0
Brooklyn,13,mgp,9,226.1
Brooklyn,13,other organics,9,0
Brooklyn,13,paper,9,279.5
Brooklyn,13,refuse,9,2816.8
Brooklyn,13,res organics,9,79.4
Brooklyn,13,school organic,9,6.5
Brooklyn,13,xmastree,9,0
Brooklyn,14,leaves organic,9,0
Brooklyn,14,mgp,9,432.5
Brooklyn,14,other organics,9,0
Brooklyn,14,paper,9,498.8
Brooklyn,14,refuse,9,4953.6
Brooklyn,14,res organics,9,126.1
Brooklyn,14,school organic,9,153.1
Brooklyn,14,xmastree,9,0
Brooklyn,15,leaves organic,9,0
Brooklyn,15,mgp,9,514.5
Brooklyn,15,other organics,9,0
Brooklyn,15,paper,9,514.8
Brooklyn,15,refuse,9,4696.2
Brooklyn,15,res organics,9,193.7
Brooklyn,15,school organic,9,0
Brooklyn,15,xmastree,9,0
Brooklyn,16,leaves organic,9,0
Brooklyn,16,mgp,9,150.7
Brooklyn,16,other organics,9,0
Brooklyn,16,paper,9,103.5
Brooklyn,16,refuse,9,2998
Brooklyn,16,res organics,9,39.1
Brooklyn,16,school organic,9,0
Brooklyn,16,xmastree,9,0
Brooklyn,17,leaves organic,9,0
Brooklyn,17,mgp,9,441.2
Brooklyn,17,other organics,9,0
Brooklyn,17,paper,9,292.9
Brooklyn,17,refuse,9,4585.5
Brooklyn,17,res organics,9,149.6
Brooklyn,17,school organic,9,0
Brooklyn,17,xmastree,9,0
Brooklyn,18,leaves organic,9,0
Brooklyn,18,mgp,9,617.8
Brooklyn,18,other organics,9,0
Brooklyn,18,paper,9,532.2
Brooklyn,18,refuse,9,5471
Brooklyn,18,res organics,9,154.9
Brooklyn,18,school organic,9,71.7
Brooklyn,18,xmastree,9,0
Brooklyn,2,leaves organic,9,0
Brooklyn,2,mgp,9,363.8
Brooklyn,2,other organics,9,0
Brooklyn,2,paper,9,595
Brooklyn,2,refuse,9,2931.5
Brooklyn,2,res organics,9,130.8
Brooklyn,2,school organic,9,46
Brooklyn,2,xmastree,9,0
Brooklyn,3,leaves organic,9,0
Brooklyn,3,mgp,9,335.4
Brooklyn,3,other organics,9,16.4
Brooklyn,3,paper,9,463.9
