borough,communitydistrict,waste type,month,quantity
Bronx,7,xmastree,9,0
Bronx,8,leaves organic,9,0
Bronx,8,mgp,9,346
Bronx,8,other organics,9,0
Bronx,8,paper,9,316.6
Bronx,8,refuse,9,2385.4
Bronx,8,res organics,9,132.3
Bronx,8,school organic,9,45
Bronx,8,xmastree,9,0
Bronx,9,leaves organic,9,0
Bronx,9,mgp,9,360.2
Bronx,9,other organics,9,0
Bronx,9,paper,9,225.5
Bronx,9,refuse,9,3779.9
Bronx,9,res organics,9,97.6
Bronx,9,school organic,9,61.8
Bronx,9,xmastree,9,0
Bronx,1,leaves organic,10,0
Bronx,1,mgp,10,124.8
Bronx,1,other organics,10,0
Bronx,1,paper,10,235
Bronx,1,refuse,10,3352
Bronx,1,res organics,10,16.7
Bronx,1,school organic,10,85.9
Bronx,1,xmastree,10,0
Bronx,10,leaves organic,10,0
Bronx,10,mgp,10,335.7
Bronx,10,other organics,10,0
Bronx,10,paper,10,286.2
Bronx,10,refuse,10,2553.1
Bronx,10,res organics,10,158.4
Bronx,10,school organic,10,0
Bronx,10,xmastree,10,0
Bronx,11,leaves organic,10,0
Bronx,11,mgp,10,308.7
Bronx,11,other organics,10,0
Bronx,11,paper,10,282.5
Bronx,11,refuse,10,3176.1
Bronx,11,res organics,10,154.2
Bronx,11,school organic,10,103.7
Bronx,11,xmastree,10,0
Bronx,12,leaves organic,10,0
Bronx,12,mgp,10,533.5
Bronx,12,other organics,10,0
Bronx,12,paper,10,322.3
Bronx,12,refuse,10,3799.3
Bronx,12,res organics,10,277.5
Bronx,12,school organic,10,0
Bronx,12,xmastree,10,0
Bronx,2,leaves organic,10,0
Bronx,2,mgp,10,213.8
Bronx,2,other organics,10,0
Bronx,2,paper,10,231.6
Bronx,2,refuse,10,7942.4
Bronx,2,res organics,10,20.4
Bronx,2,school organic,10,100.7
Bronx,2,xmastree,10,0
Bronx,3,leaves organic,10,0
Bronx,3,mgp,10,147.5
Bronx,3,other organics,10,0
Bronx,3,paper,10,140.1
Bronx,3,refuse,10,2349.1
Bronx,3,res organics,10,19.1
Bronx,3,school organic,10,0
Bronx,3,xmastree,10,0
Bronx,4,leaves organic,10,0
Bronx,4,mgp,10,291.1
Bronx,4,other organics,10,0.3
Bronx,4,paper,10,233.3
Bronx,4,refuse,10,4210.4
Bronx,4,res organics,10,20.8
Bronx,4,school organic,10,70.7
Bronx,4,xmastree,10,0
Bronx,5,leaves organic,10,0
Bronx,5,mgp,10,299.9
Bronx,5,other organics,10,0
Bronx,5,paper,10,216.6
Bronx,5,refuse,10,3578.3
Bronx,5,res organics,10,17.1
Bronx,5,school organic,10,85.6
Bronx,5,xmastree,10,0
Bronx,6,leaves organic,10,0
Bronx,6,mgp,10,177
Bronx,6,other organics,10,0.1
Bronx,6,paper,10,197
Bronx,6,refuse,10,3281.8
Bronx,6,res organics,10,16.2
Bronx,6,school organic,10,61.9
Bronx,6,xmastree,10,0
Bronx,7,leaves organic,10,0
Bronx,7,mgp,10,423.2
Bronx,7,other organics,10,0
Bronx,7,paper,10,289.8
Bronx,7,refuse,10,3868
Bronx,7,res organics,10,53.6
Bronx,7,school organic,10,0
Bronx,7,xmastree,10,0
Bronx,8,leaves organic,10,0
Bronx,8,mgp,10,335.8
Bronx,8,other organics,10,0
Bronx,8,paper,10,300.7
Bronx,8,refuse,10,2363.3
Bronx,8,res organics,10,136.9
Bronx,8,school organic,10,49.8
Bronx,8,xmastree,10,0
Bronx,9,leaves organic,10,0
Bronx,9,mgp,10,365.8
Bronx,9,other organics,10,0
Bronx,9,paper,10,229.3
Bronx,9,refuse,10,3823.7
Bronx,9,res organics,10,112.1
Bronx,9,school organic,10,82.9
Bronx,9,xmastree,10,0
Bronx,1,leaves organic,11,0
Bronx,1,mgp,11,121.4
Bronx,1,other organics,11,0
Bronx,1,paper,11,223.8
Bronx,1,refuse,11,3145.3
Bronx,1,res organics,11,34.9
Bronx,1,school organic,11,71.7
Bronx,1,xmastree,11,0
Bronx,10,leaves organic,11,0
Bronx,10,mgp,11,307.1
Bronx,10,other organics,11,0
Bronx,10,paper,11,256.2
Bronx,10,refuse,11,2413.8
Bronx,10,res organics,11,205.2
Bronx,10,school organic,11,0
Bronx,10,xmastree,11,0
Bronx,11,leaves organic,11,0
Bronx,11,mgp,11,279.6
Bronx,11,other organics,11,0
Bronx,11,paper,11,263.5
Bronx,11,refuse,11,2925.3
Bronx,11,res organics,11,217.4
Bronx,11,school organic,11,83.1
Bronx,11,xmastree,11,0
Bronx,12,leaves organic,11,0
Bronx,12,mgp,11,481
Bronx,12,other organics,11,0
Bronx,12,paper,11,291.7
Bronx,12,refuse,11,3481.1
Bronx,12,res organics,11,372.4
Bronx,12,school organic,11,0
Bronx,12,xmastree,11,0
Bronx,2,leaves organic,11,0
Bronx,2,mgp,11,169.5
Bronx,2,other organics,11,0
Bronx,2,paper,11,200.1
Bronx,2,refuse,11,7360.5
Bronx,2,res organics,11,19.4
Bronx,2,school organic,11,85
Bronx,2,xmastree,11,0
Bronx,3,leaves organic,11,0
Bronx,3,mgp,11,129.6
Bronx,3,other organics,11,0
Bronx,3,paper,11,127.6
Bronx,3,refuse,11,2128.4
Bronx,3,res organics,11,29.7
Bronx,3,school organic,11,0
Bronx,3,xmastree,11,0
Bronx,4,leaves organic,11,0
Bronx,4,mgp,11,271.9
Bronx,4,other organics,11,0.2
Bronx,4,paper,11,229.7
Bronx,4,refuse,11,3951.6
Bronx,4,res organics,11,21.8
Bronx,4,school organic,11,60.5
Bronx,4,xmastree,11,0
Bronx,5,leaves organic,11,0
Bronx,5,mgp,11,287.8
Bronx,5,other organics,11,0
Bronx,5,paper,11,208.3
Bronx,5,refuse,11,3401.2
Bronx,5,res organics,11,19.5
Bronx,5,school organic,11,66.2
Bronx,5,xmastree,11,0
Bronx,6,leaves organic,11,0
Bronx,6,mgp,11,153.3
Bronx,6,other organics,11,0.3
Bronx,6,paper,11,173.9
Bronx,6,refuse,11,3091
Bronx,6,res organics,11,14.3
Bronx,6,school organic,11,48.4
Bronx,6,xmastree,11,0
Bronx,7,leaves organic,11,0
Bronx,7,mgp,11,366.7
Bronx,7,other organics,11,0
Bronx,7,paper,11,251
Bronx,7,refuse,11,3656.3
Bronx,7,res organics,11,48.7
Bronx,7,school organic,11,0
Bronx,7,xmastree,11,0
Bronx,8,leaves organic,11,0
Bronx,8,mgp,11,304.2
Bronx,8,other organics,11,0
Bronx,8,paper,11,283.7
Bronx,8,refuse,11,2247.5
Bronx,8,res organics,11,178.5
Bronx,8,school organic,11,40.8
Bronx,8,xmastree,11,0
Bronx,9,leaves organic,11,0
Bronx,9,mgp,11,328.9
Bronx,9,other organics,11,0
Bronx,9,paper,11,210.2
Bronx,9,refuse,11,3614.7
Bronx,9,res organics,11,150.4
Bronx,9,school organic,11,62
Bronx,9,xmastree,11,0
Bronx,1,leaves organic,12,0
Bronx,1,mgp,12,157.9
Bronx,1,other organics,12,0
Bronx,1,paper,12,277.7
Bronx,1,refuse,12,3507.8
Bronx,1,res organics,12,38.1
Bronx,1,school organic,12,68.2
Bronx,1,xmastree,12,0
Bronx,10,leaves organic,12,0
Bronx,10,mgp,12,365.6
Bronx,10,other organics,12,0
Bronx,10,paper,12,339.5
Bronx,10,refuse,12,2591.5
Bronx,10,res organics,12,139.1
Bronx,10,school organic,12,0
Bronx,10,xmastree,12,0
Bronx,11,leaves organic,12,0
Bronx,11,mgp,12,333.7
Bronx,11,other organics,12,0
Bronx,11,paper,12,338.7
Bronx,11,refuse,12,3194.9
Bronx,11,res organics,12,134.8
Bronx,11,school organic,12,87.5
Bronx,11,xmastree,12,0
Bronx,12,leaves organic,12,0
Bronx,12,mgp,12,602.2
Bronx,12,other organics,12,0
Bronx,12,paper,12,385
Bronx,12,refuse,12,3822.5
Bronx,12,res organics,12,259.6
Bronx,12,school organic,12,0
Bronx,12,xmastree,12,0
Bronx,2,leaves organic,12,0
Bronx,2,mgp,12,216.3
Bronx,2,other organics,12,0
Bronx,2,paper,12,240.1
Bronx,2,refuse,12,8161.3
Bronx,2,res organics,12,18.8
Bronx,2,school organic,12,90.9
Bronx,2,xmastree,12,0
Bronx,3,leaves organic,12,0
Bronx,3,mgp,12,171.9
Bronx,3,other organics,12,0
Bronx,3,paper,12,178.2
Bronx,3,refuse,12,2458.8
Bronx,3,res organics,12,20
Bronx,3,school organic,12,0
Bronx,3,xmastree,12,0
Bronx,4,leaves organic,12,0
Bronx,4,mgp,12,321.4
Bronx,4,other organics,12,0.5
Bronx,4,paper,12,303.8
Bronx,4,refuse,12,4429
Bronx,4,res organics,12,18.9
Bronx,4,school organic,12,62.2
Bronx,4,xmastree,12,0
Bronx,5,leaves organic,12,0
Bronx,5,mgp,12,331.8
Bronx,5,other organics,12,0
Bronx,5,paper,12,272.4
Bronx,5,refuse,12,3770
Bronx,5,res organics,12,14.7
Bronx,5,school organic,12,64.7
Bronx,5,xmastree,12,0
Bronx,6,leaves organic,12,0
Bronx,6,mgp,12,210.4
Bronx,6,other organics,12,0.1
Bronx,6,paper,12,234.4
Bronx,6,refuse,12,3409.3
Bronx,6,res organics,12,18.4
Bronx,6,school organic,12,49.1
Bronx,6,xmastree,12,0
Bronx,7,leaves organic,12,0
Bronx,7,mgp,12,454.1
Bronx,7,other organics,12,0
Bronx,7,paper,12,357.4
Bronx,7,refuse,12,4089.4
Bronx,7,res organics,12,48.5
Bronx,7,school organic,12,44.8
Bronx,7,xmastree,12,0
Bronx,8,leaves organic,12,0
Bronx,8,mgp,12,402.3
Bronx,8,other organics,12,0
Bronx,8,paper,12,375.1
Bronx,8,refuse,12,2470.3
Bronx,8,res organics,12,152
Bronx,8,school organic,12,0
Bronx,8,xmastree,12,0
Bronx,9,leaves organic,12,0
Bronx,9,mgp,12,390.4
Bronx,9,other organics,12,0
Bronx,9,paper,12,277.7
Bronx,9,refuse,12,3902.8
Bronx,9,res organics,12,107.6
Bronx,9,school organic,12,54.6
Bronx,9,xmastree,12,0
Brooklyn,1,leaves organic,1,0
Brooklyn,1,mgp,1,469.5
Brooklyn,1,other organics,1,0
Brooklyn,1,paper,1,760.3
Brooklyn,1,refuse,1,5688.6
Brooklyn,1,res organics,1,71.5
Brooklyn,1,school organic,1,43.2
Brooklyn,1,xmastree,1,0
Brooklyn,10,leaves organic,1,0
Brooklyn,10,mgp,1,443.4
Brooklyn,10,other organics,1,0
Brooklyn,10,paper,1,453.8
Brooklyn,10,refuse,1,3556.3
Brooklyn,10,res organics,1,46.3
Brooklyn,10,school organic,1,131.5
Brooklyn,10,xmastree,1,0
Brooklyn,11,leaves organic,1,0
Brooklyn,11,mgp,1,547.8
Brooklyn,11,other organics,1,0
Brooklyn,11,paper,1,543.8
Brooklyn,11,refuse,1,7876.7
Brooklyn,11,res organics,1,42.5
Brooklyn,11,school organic,1,0
Brooklyn,11,xmastree,1,0
Brooklyn,12,leaves organic,1,0
Brooklyn,12,mgp,1,322
Brooklyn,12,other organics,1,0
Brooklyn,12,paper,1,658.6
Brooklyn,12,refuse,1,6877.9
Brooklyn,12,res organics,1,31.5
Brooklyn,12,school organic,1,0
Brooklyn,12,xmastree,1,0
Brooklyn,13,leaves organic,1,0
Brooklyn,13,mgp,1,235.6
Brooklyn,13,other organics,1,0
Brooklyn,13,paper,1,264.8
Brooklyn,13,refuse,1,2556.7
Brooklyn,13,res organics,1,16.1
Brooklyn,13,school organic,1,108.3
Brooklyn,13,xmastree,1,0
Brooklyn,14,leaves organic,1,0
Brooklyn,14,mgp,1,397.3
Brooklyn,14,other organics,1,0
Brooklyn,14,paper,1,419.9
Brooklyn,14,refuse,1,4593.5
Brooklyn,14,res organics,1,64.9
Brooklyn,14,school organic,1,0
Brooklyn,14,xmastree,1,0
Brooklyn,15,leaves organic,1,0
Brooklyn,15,mgp,1,497.7
Brooklyn,15,other organics,1,0
Brooklyn,15,paper,1,514.5
Brooklyn,15,refuse,1,4372.2
Brooklyn,15,res organics,1,47.7
Brooklyn,15,school organic,1,136.8
Brooklyn,15,xmastree,1,0
Brooklyn,16,leaves organic,1,0
Brooklyn,16,mgp,1,164.9
Brooklyn,16,other organics,1,0
Brooklyn,16,paper,1,118.2
Brooklyn,16,refuse,1,2849.4
Brooklyn,16,res organics,1,18.2
Brooklyn,16,school organic,1,0
Brooklyn,16,xmastree,1,0
Brooklyn,17,leaves organic,1,0
Brooklyn,17,mgp,1,423.9
Brooklyn,17,other organics,1,0
Brooklyn,17,paper,1,303.1
Brooklyn,17,refuse,1,4128.8
Brooklyn,17,res organics,1,65.4
Brooklyn,17,school organic,1,45.4
Brooklyn,17,xmastree,1,0
Brooklyn,18,leaves organic,1,0
Brooklyn,18,mgp,1,610.1
Brooklyn,18,other organics,1,0
Brooklyn,18,paper,1,535.2
Brooklyn,18,refuse,1,4873.5
Brooklyn,18,res organics,1,90.9
Brooklyn,18,school organic,1,0
Brooklyn,18,xmastree,1,0
Brooklyn,2,leaves organic,1,0
Brooklyn,2,mgp,1,417.5
Brooklyn,2,other organics,1,0
Brooklyn,2,paper,1,576.7
Brooklyn,2,refuse,1,2753.1
Brooklyn,2,res organics,1,132
Brooklyn,2,school organic,1,44.6
Brooklyn,2,xmastree,1,0
Brooklyn,3,leaves organic,1,0
Brooklyn,3,mgp,1,344.7
Brooklyn,3,other organics,1,15.6
Brooklyn,3,paper,1,471.6
Brooklyn,3,refuse,1,4314.7
Brooklyn,3,res organics,1,118
Brooklyn,3,school organic,1,70.9
Brooklyn,3,xmastree,1,0
Brooklyn,4,leaves organic,1,0
Brooklyn,4,mgp,1,369.8
Brooklyn,4,other organics,1,0.6
Brooklyn,4,paper,1,343.9
Brooklyn,4,refuse,1,4145.8
Brooklyn,4,res organics,1,55
Brooklyn,4,school organic,1,72.8
Brooklyn,4,xmastree,1,0
Brooklyn,5,leaves organic,1,0
Brooklyn,5,mgp,1,457.1
Brooklyn,5,other organics,1,0
Brooklyn,5,paper,1,250.8
Brooklyn,5,refuse,1,4488.3
Brooklyn,5,res organics,1,40.8
Brooklyn,5,school organic,1,0
Brooklyn,5,xmastree,1,0
Brooklyn,6,leaves organic,1,0
Brooklyn,6,mgp,1,389.6
Brooklyn,6,other organics,1,0
Brooklyn,6,paper,1,540.8
Brooklyn,6,refuse,1,2185.7
Brooklyn,6,res organics,1,97.2
Brooklyn,6,school organic,1,77.2
Brooklyn,6,xmastree,1,0
Brooklyn,7,leaves organic,1,0
Brooklyn,7,mgp,1,368
Brooklyn,7,other organics,1,0
Brooklyn,7,paper,1,422.6
Brooklyn,7,refuse,1,3264
Brooklyn,7,res organics,1,65.9
Brooklyn,7,school organic,1,79.5
Brooklyn,7,xmastree,1,0
Brooklyn,8,leaves organic,1,0
Brooklyn,8,mgp,1,280.5
Brooklyn,8,other organics,1,23.4
Brooklyn,8,paper,1,322.3
Brooklyn,8,refuse,1,5723.6
Brooklyn,8,res organics,1,66.2
Brooklyn,8,school organic,1,53
Brooklyn,8,xmastree,1,0
Brooklyn,9,leaves organic,1,0
Brooklyn,9,mgp,1,261
Brooklyn,9,other organics,1,0
Brooklyn,9,paper,1,288.4
Brooklyn,9,refuse,1,2817.9
Brooklyn,9,res organics,1,40.4
Brooklyn,9,school organic,1,0
Brooklyn,9,xmastree,1,0
Brooklyn,1,leaves organic,2,0
Brooklyn,1,mgp,2,391.1
Brooklyn,1,other organics,2,0
Brooklyn,1,paper,2,634.2
Brooklyn,1,refuse,2,5192.7
Brooklyn,1,res organics,2,33.9
Brooklyn,1,school organic,2,36.2
Brooklyn,1,xmastree,2,0
Brooklyn,10,leaves organic,2,0
Brooklyn,10,mgp,2,370.2
Brooklyn,10,other organics,2,0
Brooklyn,10,paper,2,370
Brooklyn,10,refuse,2,3105.3
Brooklyn,10,res organics,2,31.5
Brooklyn,10,school organic,2,102.7
Brooklyn,10,xmastree,2,0
Brooklyn,11,leaves organic,2,0
Brooklyn,11,mgp,2,457.5
Brooklyn,11,other organics,2,0
Brooklyn,11,paper,2,457.4
Brooklyn,11,refuse,2,6845.5
Brooklyn,11,res organics,2,24.9
Brooklyn,11,school organic,2,6.1
Brooklyn,11,xmastree,2,0
Brooklyn,12,leaves organic,2,0
Brooklyn,12,mgp,2,285.4
Brooklyn,12,other organics,2,0
Brooklyn,12,paper,2,599.2
Brooklyn,12,refuse,2,6072.7
Brooklyn,12,res organics,2,23.2
Brooklyn,12,school organic,2,0
Brooklyn,12,xmastree,2,0
Brooklyn,13,leaves organic,2,0
Brooklyn,13,mgp,2,196.2
Brooklyn,13,other organics,2,0
Brooklyn,13,paper,2,230.5
Brooklyn,13,refuse,2,2209.7
Brooklyn,13,res organics,2,8.9
Brooklyn,13,school organic,2,87.1
Brooklyn,13,xmastree,2,0
Brooklyn,14,leaves organic,2,0
Brooklyn,14,mgp,2,343
Brooklyn,14,other organics,2,0
Brooklyn,14,paper,2,382.3
Brooklyn,14,refuse,2,4063.2
Brooklyn,14,res organics,2,37.1
Brooklyn,14,school organic,2,0
Brooklyn,14,xmastree,2,0
Brooklyn,15,leaves organic,2,0
Brooklyn,15,mgp,2,433.3
Brooklyn,15,other organics,2,0
Brooklyn,15,paper,2,459.3
Brooklyn,15,refuse,2,3870.4
Brooklyn,15,res organics,2,32.9
Brooklyn,15,school organic,2,119.1
Brooklyn,15,xmastree,2,0
Brooklyn,16,leaves organic,2,0
Brooklyn,16,mgp,2,133.7
Brooklyn,16,other organics,2,0
Brooklyn,16,paper,2,96
Brooklyn,16,refuse,2,2558.3
Brooklyn,16,res organics,2,9.2
Brooklyn,16,school organic,2,0
Brooklyn,16,xmastree,2,0
Brooklyn,17,leaves organic,2,0
Brooklyn,17,mgp,2,355.7
Brooklyn,17,other organics,2,0
Brooklyn,17,paper,2,255.7
Brooklyn,17,refuse,2,3690.9
Brooklyn,17,res organics,2,41.3
Brooklyn,17,school organic,2,34.7
Brooklyn,17,xmastree,2,0
Brooklyn,18,leaves organic,2,0
Brooklyn,18,mgp,2,514.8
Brooklyn,18,other organics,2,0
Brooklyn,18,paper,2,421.6
Brooklyn,18,refuse,2,4206.5
Brooklyn,18,res organics,2,51.3
Brooklyn,18,school organic,2,0
Brooklyn,18,xmastree,2,0
Brooklyn,2,leaves organic,2,0
Brooklyn,2,mgp,2,342.1
Brooklyn,2,other organics,2,0
Brooklyn,2,paper,2,477.4
Brooklyn,2,refuse,2,2457.8
Brooklyn,2,res organics,2,70.1
Brooklyn,2,school organic,2,36.6
Brooklyn,2,xmastree,2,0
Brooklyn,3,leaves organic,2,0
Brooklyn,3,mgp,2,285.1
Brooklyn,3,other organics,2,13.3
Brooklyn,3,paper,2,375.2
Brooklyn,3,refuse,2,3823.6
Brooklyn,3,res organics,2,66.7
Brooklyn,3,school organic,2,60
Brooklyn,3,xmastree,2,0
Brooklyn,4,leaves organic,2,0
Brooklyn,4,mgp,2,304.1
Brooklyn,4,other organics,2,1
Brooklyn,4,paper,2,289.9
Brooklyn,4,refuse,2,3672.1
Brooklyn,4,res organics,2,56.1
Brooklyn,4,school organic,2,56.3
Brooklyn,4,xmastree,2,0
Brooklyn,5,leaves organic,2,0
Brooklyn,5,mgp,2,371.4
Brooklyn,5,other organics,2,0
Brooklyn,5,paper,2,216.7
Brooklyn,5,refuse,2,4012.8
Brooklyn,5,res organics,2,23
Brooklyn,5,school organic,2,0
Brooklyn,5,xmastree,2,0
Brooklyn,6,leaves organic,2,0
Brooklyn,6,mgp,2,323.5
Brooklyn,6,other organics,2,0
Brooklyn,6,paper,2,439.5
Brooklyn,6,refuse,2,1838.9
Brooklyn,6,res organics,2,64.6
Brooklyn,6,school organic,2,63.4
Brooklyn,6,xmastree,2,0
Brooklyn,7,leaves organic,2,0
Brooklyn,7,mgp,2,305.9
Brooklyn,7,other organics,2,0
Brooklyn,7,paper,2,354.4
Brooklyn,7,refuse,2,2807.9
Brooklyn,7,res organics,2,50.9
Brooklyn,7,school organic,2,59.4
Brooklyn,7,xmastree,2,0
Brooklyn,8,leaves organic,2,0
Brooklyn,8,mgp,2,236
Brooklyn,8,other organics,2,20.2
Brooklyn,8,paper,2,278.4
Brooklyn,8,refuse,2,5055.7
Brooklyn,8,res organics,2,40
Brooklyn,8,school organic,2,41.1
Brooklyn,8,xmastree,2,0
Brooklyn,9,leaves organic,2,0
Brooklyn,9,mgp,2,214.3
Brooklyn,9,other organics,2,0
Brooklyn,9,paper,2,232
Brooklyn,9,refuse,2,2571.2
Brooklyn,9,res organics,2,26.9
Brooklyn,9,school organic,2,0
Brooklyn,9,xmastree,2,0
Brooklyn,1,leaves organic,3,0
Brooklyn,1,mgp,3,406.7
Brooklyn,1,other organics,3,0
Brooklyn,1,paper,3,704.7
Brooklyn,1,refuse,3,6149.9
Brooklyn,1,res organics,3,44.3
Brooklyn,1,school organic,3,48
Brooklyn,1,xmastree,3,0
Brooklyn,10,leaves organic,3,0
Brooklyn,10,mgp,3,411.1
Brooklyn,10,other organics,3,0
Brooklyn,10,paper,3,411
Brooklyn,10,refuse,3,3554
Brooklyn,10,res organics,3,38.9
Brooklyn,10,school organic,3,148
Brooklyn,10,xmastree,3,0
Brooklyn,11,leaves organic,3,0
Brooklyn,11,mgp,3,518
Brooklyn,11,other organics,3,0
Brooklyn,11,paper,3,500.5
Brooklyn,11,refuse,3,7900.9
Brooklyn,11,res organics,3,35.3
Brooklyn,11,school organic,3,0
Brooklyn,11,xmastree,3,0
Brooklyn,12,leaves organic,3,0
Brooklyn,12,mgp,3,347.2
Brooklyn,12,other organics,3,0
Brooklyn,12,paper,3,699.7
Brooklyn,12,refuse,3,7497
Brooklyn,12,res organics,3,36.8
Brooklyn,12,school organic,3,0
Brooklyn,12,xmastree,3,0
Brooklyn,13,leaves organic,3,0
Brooklyn,13,mgp,3,202.7
Brooklyn,13,other organics,3,0
Brooklyn,13,paper,3,267.6
Brooklyn,13,refuse,3,2645
Brooklyn,13,res organics,3,13.8
Brooklyn,13,school organic,3,113.6
Brooklyn,13,xmastree,3,0
Brooklyn,14,leaves organic,3,0
Brooklyn,14,mgp,3,420.7
Brooklyn,14,other organics,3,0
Brooklyn,14,paper,3,459.1
Brooklyn,14,refuse,3,4799.7
Brooklyn,14,res organics,3,67.6
Brooklyn,14,school organic,3,0
Brooklyn,14,xmastree,3,0
Brooklyn,15,leaves organic,3,0
Brooklyn,15,mgp,3,491.9
Brooklyn,15,other organics,3,0
Brooklyn,15,paper,3,516.9
Brooklyn,15,refuse,3,4607.4
Brooklyn,15,res organics,3,42.9
Brooklyn,15,school organic,3,143.3
Brooklyn,15,xmastree,3,0
Brooklyn,16,leaves organic,3,0
Brooklyn,16,mgp,3,146.6
Brooklyn,16,other organics,3,0
Brooklyn,16,paper,3,114.9
Brooklyn,16,refuse,3,2940.3
Brooklyn,16,res organics,3,13.7
Brooklyn,16,school organic,3,0
Brooklyn,16,xmastree,3,0
Brooklyn,17,leaves organic,3,0
Brooklyn,17,mgp,3,406.4
Brooklyn,17,other organics,3,0
Brooklyn,17,paper,3,284.6
Brooklyn,17,refuse,3,4377.7
Brooklyn,17,res organics,3,53.3
Brooklyn,17,school organic,3,46.1
Brooklyn,17,xmastree,3,0
Brooklyn,18,leaves organic,3,0
Brooklyn,18,mgp,3,576.3
Brooklyn,18,other organics,3,0
Brooklyn,18,paper,3,500.2
Brooklyn,18,refuse,3,5041.6
Brooklyn,18,res organics,3,82.2
Brooklyn,18,school organic,3,0
Brooklyn,18,xmastree,3,0
Brooklyn,2,leaves organic,3,0
Brooklyn,2,mgp,3,368.8
Brooklyn,2,other organics,3,0
Brooklyn,2,paper,3,525.7
Brooklyn,2,refuse,3,2748.6
Brooklyn,2,res organics,3,94.5
Brooklyn,2,school organic,3,46.9
Brooklyn,2,xmastree,3,0
Brooklyn,3,leaves organic,3,0
Brooklyn,3,mgp,3,301.5
Brooklyn,3,other organics,3,16.1
Brooklyn,3,paper,3,401.2
Brooklyn,3,refuse,3,4493.6
Brooklyn,3,res organics,3,87.6
Brooklyn,3,school organic,3,76.7
Brooklyn,3,xmastree,3,0
Brooklyn,4,leaves organic,3,0
Brooklyn,4,mgp,3,345.6
Brooklyn,4,other organics,3,0
Brooklyn,4,paper,3,333.9
Brooklyn,4,refuse,3,4315.1
Brooklyn,4,res organics,3,53.8
Brooklyn,4,school organic,3,74.4
Brooklyn,4,xmastree,3,0
Brooklyn,5,leaves organic,3,0
Brooklyn,5,mgp,3,404.3
Brooklyn,5,other organics,3,0
Brooklyn,5,paper,3,233.6
Brooklyn,5,refuse,3,4700.8
Brooklyn,5,res organics,3,33
Brooklyn,5,school organic,3,0
Brooklyn,5,xmastree,3,0
Brooklyn,6,leaves organic,3,0
Brooklyn,6,mgp,3,351.9
Brooklyn,6,other organics,3,0
Brooklyn,6,paper,3,484.3
Brooklyn,6,refuse,3,2120.9
Brooklyn,6,res organics,3,82.3
Brooklyn,6,school organic,3,78.9
Brooklyn,6,xmastree,3,0
Brooklyn,7,leaves organic,3,0
Brooklyn,7,mgp,3,331.4
Brooklyn,7,other organics,3,0
Brooklyn,7,paper,3,403.8
Brooklyn,7,refuse,3,3237.6
Brooklyn,7,res organics,3,53.7
Brooklyn,7,school organic,3,77.6
Brooklyn,7,xmastree,3,0
Brooklyn,8,leaves organic,3,0
Brooklyn,8,mgp,3,247.4
Brooklyn,8,other organics,3,29.9
Brooklyn,8,paper,3,305.3
Brooklyn,8,refuse,3,5860.1
Brooklyn,8,res organics,3,47.3
Brooklyn,8,school organic,3,53.3
Brooklyn,8,xmastree,3,0
Brooklyn,9,leaves organic,3,0
Brooklyn,9,mgp,3,225.4
Brooklyn,9,other organics,3,0
Brooklyn,9,paper,3,253.3
Brooklyn,9,refuse,3,2913.6
Brooklyn,9,res organics,3,33.2
Brooklyn,9,school organic,3,0
Brooklyn,9,xmastree,3,0
Brooklyn,1,leaves organic,4,0
Brooklyn,1,mgp,4,438.4
Brooklyn,1,other organics,4,0
Brooklyn,1,paper,4,747.2
Brooklyn,1,refuse,4,6789.6
Brooklyn,1,res organics,4,91.9
Brooklyn,1,school organic,4,40.3
Brooklyn,1,xmastree,4,0
Brooklyn,10,leaves organic,4,0
Brooklyn,10,mgp,4,425.5
Brooklyn,10,other organics,4,0
Brooklyn,10,paper,4,416.3
Brooklyn,10,refuse,4,3423.6
Brooklyn,10,res organics,4,203.3
Brooklyn,10,school organic,4,138.3
Brooklyn,10,xmastree,4,0
Brooklyn,11,leaves organic,4,0
Brooklyn,11,mgp,4,534.2
Brooklyn,11,other organics,4,0
Brooklyn,11,paper,4,513.1
Brooklyn,11,refuse,4,7602.3
Brooklyn,11,res organics,4,436.7
Brooklyn,11,school organic,4,0
Brooklyn,11,xmastree,4,0
Brooklyn,12,leaves organic,4,0
Brooklyn,12,mgp,4,406
Brooklyn,12,other organics,4,0
Brooklyn,12,paper,4,793.6
Brooklyn,12,refuse,4,8766.7
Brooklyn,12,res organics,4,91.2
Brooklyn,12,school organic,4,0
Brooklyn,12,xmastree,4,0
Brooklyn,13,leaves organic,4,0
Brooklyn,13,mgp,4,227.5
Brooklyn,13,other organics,4,0
Brooklyn,13,paper,4,278.1
Brooklyn,13,refuse,4,2595.8
Brooklyn,13,res organics,4,75.1
Brooklyn,13,school organic,4,93.3
Brooklyn,13,xmastree,4,0
Brooklyn,14,leaves organic,4,0
Brooklyn,14,mgp,4,431.4
Brooklyn,14,other organics,4,0
Brooklyn,14,paper,4,463.7
Brooklyn,14,refuse,4,4950.1
Brooklyn,14,res organics,4,99.5
Brooklyn,14,school organic,4,0
Brooklyn,14,xmastree,4,0
Brooklyn,15,leaves organic,4,0
Brooklyn,15,mgp,4,529.3
Brooklyn,15,other organics,4,0
Brooklyn,15,paper,4,521.8
Brooklyn,15,refuse,4,4543
